-3.8012 	 -0.0670297 
-3.7268 	 -0.0663054 
-3.6099 	 -0.0618158 
-3.3144 	 -0.0308340 
-4.4906 	 -0.0212857 
-7.0071 	 -0.0202131 
-6.9687 	 -0.0201825 
-7.3625 	 -0.0153517 
-4.5719 	 -0.0132689 
-13.2878 	 -0.0056173 
-13.3731 	 -0.0055865 
-13.3752 	 -0.0055837 
-13.4317 	 -0.0054722 
-13.7711 	 -0.0035252 
-13.8521 	 -0.0028131 
-19.6606 	 -0.0025837 
-19.7751 	 -0.0024574 
-19.4375 	 -0.0024431 
-12.7457 	 -0.0021608 
-9.4903 	 -0.0014516 
-14.0190 	 -0.0011915 
-17.1312 	 -0.0009911 
-14.0401 	 -0.0009786 
-18.8145 	 0.0001980 
-18.7183 	 0.0007407 
-12.5011 	 0.0008327 
-18.6896 	 0.0009004 
-17.4919 	 0.0013514 
-12.4590 	 0.0013722 
-9.3468 	 0.0017772 
-18.4577 	 0.0020722 
-12.3765 	 0.0024197 
-15.3976 	 0.0024531 
-15.3726 	 0.0026300 
-17.9686 	 0.0030408 
-18.0912 	 0.0030509 
-14.6105 	 0.0038014 
-15.1567 	 0.0038846 
-9.2548 	 0.0038930 
-12.0879 	 0.0055941 
-11.4265 	 0.0058132 
-11.5484 	 0.0067016 
-11.5790 	 0.0068581 
-11.8046 	 0.0071683 
-6.0788 	 0.0107584 
-8.8496 	 0.0116569 
-8.4519 	 0.0130262 
-4.9101 	 0.0159750 
-5.0183 	 0.0228046 
-5.4856 	 0.0332213 


-18.7183 	 0.0007407 
-12.5011 	 0.0008327 
-12.5011 	 0.0008328 
-18.6896 	 0.0009004 
-17.4916 	 0.0013494 
-17.4916 	 0.0013494 
-17.4919 	 0.0013514 
-12.4590 	 0.0013722 
-12.4590 	 0.0013722 
-9.3468 	 0.0017772 
-9.3453 	 0.0018126 
-17.6002 	 0.0019354 
-18.4577 	 0.0020722 
-12.3765 	 0.0024197 
-12.3765 	 0.0024197 
-15.3980 	 0.0024506 
-15.3976 	 0.0024531 
-15.3726 	 0.0026300 
-17.9686 	 0.0030408 
-17.9689 	 0.0030411 
-18.0912 	 0.0030509 
-15.2844 	 0.0032080 
-15.2122 	 0.0036162 
-12.2669 	 0.0037470 
-14.6105 	 0.0038014 
-14.6105 	 0.0038015 
-15.1567 	 0.0038846 
-15.1567 	 0.0038846 
-9.2548 	 0.0038930 
-9.2433 	 0.0041565 
-12.0879 	 0.0055941 
-11.4265 	 0.0058132 
-11.4265 	 0.0058132 
-11.4265 	 0.0058132 
-11.5484 	 0.0067016 
-11.5790 	 0.0068581 
-11.8046 	 0.0071683 
-11.7523 	 0.0072284 
-6.0788 	 0.0107584 
-6.0788 	 0.0107586 
-8.8501 	 0.0116509 
-8.8496 	 0.0116569 
-8.8496 	 0.0116569 
-8.4514 	 0.0130229 
-8.4519 	 0.0130262 
-4.9101 	 0.0159750 
-5.0183 	 0.0228046 
-5.1203 	 0.0277785 
-5.4856 	 0.0332213 
-5.4856 	 0.0332213 


-17.9686 	 0.0030408 
-17.9689 	 0.0030411 
-18.0912 	 0.0030509 
-15.2845 	 0.0032071 
-15.2845 	 0.0032071 
-15.2844 	 0.0032080 
-15.2122 	 0.0036162 
-15.1889 	 0.0037339 
-12.2669 	 0.0037470 
-14.6105 	 0.0038014 
-14.6105 	 0.0038015 
-14.6106 	 0.0038017 
-15.1567 	 0.0038846 
-15.1567 	 0.0038846 
-9.2548 	 0.0038930 
-9.2433 	 0.0041565 
-11.3557 	 0.0051154 
-11.3558 	 0.0051155 
-11.3558 	 0.0051155 
-12.0879 	 0.0055941 
-11.4265 	 0.0058132 
-11.4265 	 0.0058132 
-11.4265 	 0.0058132 
-11.5484 	 0.0067016 
-11.5790 	 0.0068581 
-11.6202 	 0.0070262 
-11.6202 	 0.0070262 
-11.8046 	 0.0071683 
-11.7523 	 0.0072284 
-11.7522 	 0.0072284 
-6.0788 	 0.0107584 
-6.0788 	 0.0107586 
-8.8501 	 0.0116509 
-8.8499 	 0.0116529 
-8.8496 	 0.0116569 
-8.8496 	 0.0116569 
-6.0465 	 0.0124690 
-8.4514 	 0.0130229 
-8.4519 	 0.0130262 
-8.5835 	 0.0134882 
-4.9101 	 0.0159750 
-4.9101 	 0.0159750 
-4.9101 	 0.0159751 
-4.9101 	 0.0159755 
-5.0183 	 0.0228046 
-5.1203 	 0.0277785 
-5.1203 	 0.0277785 
-5.5055 	 0.0329877 
-5.4856 	 0.0332213 
-5.4856 	 0.0332213 


-11.3302 	 0.0048330 
-11.3557 	 0.0051154 
-11.3558 	 0.0051155 
-11.3558 	 0.0051155 
-12.0879 	 0.0055941 
-12.0855 	 0.0056158 
-12.0854 	 0.0056165 
-11.4265 	 0.0058132 
-11.4265 	 0.0058132 
-11.4265 	 0.0058132 
-12.0449 	 0.0059543 
-12.0449 	 0.0059544 
-11.4882 	 0.0063146 
-11.5484 	 0.0067016 
-11.5790 	 0.0068581 
-11.6202 	 0.0070262 
-11.6202 	 0.0070262 
-11.8046 	 0.0071683 
-11.7523 	 0.0072284 
-11.7522 	 0.0072284 
-6.0788 	 0.0107584 
-6.0788 	 0.0107586 
-8.8501 	 0.0116509 
-8.8499 	 0.0116529 
-8.8496 	 0.0116569 
-8.8496 	 0.0116569 
-6.0465 	 0.0124690 
-6.0465 	 0.0124690 
-6.0465 	 0.0124690 
-6.0465 	 0.0124690 
-8.4510 	 0.0130200 
-8.4511 	 0.0130201 
-8.4511 	 0.0130202 
-8.4511 	 0.0130206 
-8.4514 	 0.0130229 
-8.4519 	 0.0130262 
-8.5835 	 0.0134882 
-4.9101 	 0.0159750 
-4.9101 	 0.0159750 
-4.9101 	 0.0159751 
-4.9101 	 0.0159755 
-4.9101 	 0.0159782 
-5.0183 	 0.0228046 
-5.7390 	 0.0268957 
-5.1203 	 0.0277785 
-5.1203 	 0.0277785 
-5.5055 	 0.0329875 
-5.5055 	 0.0329877 
-5.4856 	 0.0332213 
-5.4856 	 0.0332213 


-11.4265 	 0.0058132 
-12.0449 	 0.0059543 
-12.0449 	 0.0059543 
-12.0449 	 0.0059543 
-12.0449 	 0.0059544 
-11.4882 	 0.0063146 
-11.5484 	 0.0067016 
-11.5790 	 0.0068581 
-11.6202 	 0.0070262 
-11.6202 	 0.0070262 
-11.8046 	 0.0071683 
-11.7523 	 0.0072284 
-11.7522 	 0.0072284 
-6.0788 	 0.0107584 
-6.0788 	 0.0107586 
-8.8501 	 0.0116509 
-8.8500 	 0.0116516 
-8.8499 	 0.0116529 
-8.8499 	 0.0116529 
-8.8496 	 0.0116569 
-8.8496 	 0.0116569 
-6.0465 	 0.0124690 
-6.0465 	 0.0124690 
-6.0465 	 0.0124690 
-6.0465 	 0.0124690 
-8.4510 	 0.0130200 
-8.4511 	 0.0130201 
-8.4511 	 0.0130202 
-8.4511 	 0.0130206 
-8.4514 	 0.0130229 
-8.4519 	 0.0130262 
-8.5835 	 0.0134882 
-4.9101 	 0.0159750 
-4.9101 	 0.0159750 
-4.9101 	 0.0159751 
-4.9101 	 0.0159755 
-4.9101 	 0.0159782 
-4.9101 	 0.0159783 
-4.9101 	 0.0159784 
-5.0183 	 0.0228046 
-5.0710 	 0.0255628 
-5.7390 	 0.0268957 
-5.7390 	 0.0268959 
